seq,tx_type,send_ts_ns,tx_hash,receipt_status,block_number,latency_ms,error,error_stage
39,keep,1775881163888013149,0x77d762ada4a0255a9180f12d56e40944331b5845030a74fa2228caf50c6004a3,0x1,0x5b8,1169.641,,
40,keep,1775881165416583431,0xb92659eb357d07fbc635be6ba9db3e14034d354f8f88a10ebb04e0de96a834e2,0x1,0x5b9,1200.348,,
41,keep,1775881167063899006,0xc056872a7b30b3010061a97a80872c917b5bad0379096309525dfbd4bad52556,0x1,0x5ba,1176.309,,
42,keep,1775881168716217282,0x25bcbfe1edd2a437eac063783cc9253cf84e4d1bf7a839221bc252b040522272,0x1,0x5bb,1156.812,,
43,keep,1775881170280460389,0xf9e73dc1cb0e3f2f350ba4920905b86c0c9a08f02855c12e89cd1b6da4d6309c,0x1,0x5bc,1169.213,,
44,keep,1775881171838163296,0x52dac223f8a38d163a49d224cfb6ad31b0bcfa1a7197e46610d910cf6b619938,0x1,0x5bd,1148.087,,
45,keep,1775881173456114987,0x584a10068a01e0998e78b29d6ec22d1ccb8dae79ce8a590fca08aaa089ee6c19,0x1,0x5be,1160.352,,
46,keep,1775881175098785998,0x97b4510e4293e021c6343af89e54630413c4c90d5b75d96a5c0843a65ca6b277,0x1,0x5bf,1226.245,,
47,keep,1775881176724344734,0x4e6d3643d926a66822be25bcdafb1884beea43a370c3a4f19d0ea85f14e14c0a,0x1,0x5c0,1175.72,,
48,keep,1775881178332627572,0x5f11a70233f00c66c7af94f4e874eb0c913fe6f4f79eb5a6b9949ec42147cbbb,0x1,0x5c1,1156.373,,
49,keep,1775881179976827288,0x80dec0345415584b83ac9ee9f821a6e4ad79869b8e894eaff8ced51876a49768,0x1,0x5c2,1156.935,,
50,keep,1775881181501099483,0x6c709d3ac2016717afa71511d73d727dc00dfab2c1fb4e812936fe36a608a3a5,0x1,0x5c3,1172.263,,
51,keep,1775881183124792098,0xa7da07018a6eefe37c1b4a2d5c8fbf0c6c3a0ddb6cae99a8c2b2cc5ab2e743e6,0x1,0x5c5,1199.587,,
52,keep,1775881184846321864,0x9c1914ce51aba83a5198528f84ab07fd376af758f15a8b45c31a4ff6fc768ae3,0x1,0x5c6,1140.697,,
53,keep,1775881186402737677,0xeab5ff7023fc57ed56105e628c8ea58d1b4f3a9bb0dccb7b2705ff0733011250,0x1,0x5c7,1226.85,,
54,keep,1775881188094921672,0xe7f91bf366f423524a11cf88fb0d70c44e704615ba37b62aea9ea2404daa69b9,0x1,0x5c8,1173.455,,
55,keep,1775881189793974944,0x6a33ac915a98a16f9f902bf0aed478139dc8f4b5acf69db4f7d0e74634e43a9e,0x1,0x5c9,1226.37,,
56,keep,1775881191599614798,0x024f784d3187e4fbbdda4d4dd886b7ae767b1d7826276ba251cc83028ed306dc,0x1,0x5ca,1262.889,,
57,keep,1775881193286819446,0x0f80a4da82fce009cff2d8bc030cf92576722ea0db31719a437d9f2d73d292e7,0x1,0x5cb,1234.495,,
58,keep,1775881194946100829,0x4359d331e817a5b0876a34c15ff9751bd1a778c7c58014e533c9cc5a00b81ed6,0x1,0x5cc,1215.508,,
59,keep,1775881196684461390,0xdbf6bf8754b99efc8de3cb600be14d4157a3bb250a385e92531150f39f6865b1,0x1,0x5cd,1216.237,,
60,keep,1775881198311166341,0xecb46d1505c9e8d045f3e50fbb6fb836e8a6a79ad84cb42c134abc299ebbe643,0x1,0x5ce,1249.489,,
