seq,tx_type,send_ts_ns,tx_hash,receipt_status,block_number,latency_ms,error,error_stage
24,keep,1775881901050638473,,,,"Error: server returned an error response: error code -32000: candidate block rebuild required: failedTxIndexes=[0] failedTxHashes=[0x450327d6305a3bc47f847a9bc78f1d80971e0d6c9e61ca6752ac3f4da0bc1b30] ",send
25,keep,1775881903751606641,,,,"Error: server returned an error response: error code -32000: candidate block rebuild required: failedTxIndexes=[0] failedTxHashes=[0x450327d6305a3bc47f847a9bc78f1d80971e0d6c9e61ca6752ac3f4da0bc1b30] ",send
26,keep,1775881907121003322,,,,"Error: server returned an error response: error code -32000: candidate block rebuild required: failedTxIndexes=[0] failedTxHashes=[0x450327d6305a3bc47f847a9bc78f1d80971e0d6c9e61ca6752ac3f4da0bc1b30] ",send
27,keep,1775881910534913579,,,,"Error: server returned an error response: error code -32000: candidate block rebuild required: failedTxIndexes=[0] failedTxHashes=[0x450327d6305a3bc47f847a9bc78f1d80971e0d6c9e61ca6752ac3f4da0bc1b30] ",send
28,keep,1775881913189086136,,,,"Error: server returned an error response: error code -32000: candidate block rebuild required: failedTxIndexes=[0] failedTxHashes=[0x450327d6305a3bc47f847a9bc78f1d80971e0d6c9e61ca6752ac3f4da0bc1b30] ",send
29,keep,1775881916649177037,,,,"Error: server returned an error response: error code -32000: candidate block rebuild required: failedTxIndexes=[0] failedTxHashes=[0x450327d6305a3bc47f847a9bc78f1d80971e0d6c9e61ca6752ac3f4da0bc1b30] ",send
30,keep,1775881920159751628,,,,"Error: server returned an error response: error code -32000: candidate block rebuild required: failedTxIndexes=[0] failedTxHashes=[0x450327d6305a3bc47f847a9bc78f1d80971e0d6c9e61ca6752ac3f4da0bc1b30] ",send
31,keep,1775881922664496424,,,,"Error: server returned an error response: error code -32000: candidate block rebuild required: failedTxIndexes=[0] failedTxHashes=[0x450327d6305a3bc47f847a9bc78f1d80971e0d6c9e61ca6752ac3f4da0bc1b30] ",send
32,keep,1775881926169048800,,,,"Error: server returned an error response: error code -32000: candidate block rebuild required: failedTxIndexes=[0] failedTxHashes=[0x450327d6305a3bc47f847a9bc78f1d80971e0d6c9e61ca6752ac3f4da0bc1b30] ",send
33,keep,1775881929679068736,,,,"Error: server returned an error response: error code -32000: candidate block rebuild required: failedTxIndexes=[0] failedTxHashes=[0x450327d6305a3bc47f847a9bc78f1d80971e0d6c9e61ca6752ac3f4da0bc1b30] ",send
34,keep,1775881932153499073,,,,"Error: server returned an error response: error code -32000: candidate block rebuild required: failedTxIndexes=[0] failedTxHashes=[0x450327d6305a3bc47f847a9bc78f1d80971e0d6c9e61ca6752ac3f4da0bc1b30] ",send
35,keep,1775881935719318369,,,,"Error: server returned an error response: error code -32000: candidate block rebuild required: failedTxIndexes=[0] failedTxHashes=[0x450327d6305a3bc47f847a9bc78f1d80971e0d6c9e61ca6752ac3f4da0bc1b30] ",send
36,keep,1775881939202083449,,,,"Error: server returned an error response: error code -32000: candidate block rebuild required: failedTxIndexes=[0] failedTxHashes=[0x450327d6305a3bc47f847a9bc78f1d80971e0d6c9e61ca6752ac3f4da0bc1b30] ",send
37,keep,1775881941695342993,,,,"Error: server returned an error response: error code -32000: candidate block rebuild required: failedTxIndexes=[0] failedTxHashes=[0x450327d6305a3bc47f847a9bc78f1d80971e0d6c9e61ca6752ac3f4da0bc1b30] ",send
38,keep,1775881945201241661,,,,"Error: server returned an error response: error code -32000: candidate block rebuild required: failedTxIndexes=[0] failedTxHashes=[0x450327d6305a3bc47f847a9bc78f1d80971e0d6c9e61ca6752ac3f4da0bc1b30] ",send
39,keep,1775881948663752561,,,,"Error: server returned an error response: error code -32000: candidate block rebuild required: failedTxIndexes=[0] failedTxHashes=[0x450327d6305a3bc47f847a9bc78f1d80971e0d6c9e61ca6752ac3f4da0bc1b30] ",send
40,keep,1775881951219356463,,,,"Error: server returned an error response: error code -32000: candidate block rebuild required: failedTxIndexes=[0] failedTxHashes=[0x450327d6305a3bc47f847a9bc78f1d80971e0d6c9e61ca6752ac3f4da0bc1b30] ",send
41,keep,1775881954771618942,,,,"Error: server returned an error response: error code -32000: candidate block rebuild required: failedTxIndexes=[0] failedTxHashes=[0x450327d6305a3bc47f847a9bc78f1d80971e0d6c9e61ca6752ac3f4da0bc1b30] ",send
42,keep,1775881958263752920,,,,"Error: server returned an error response: error code -32000: candidate block rebuild required: failedTxIndexes=[0] failedTxHashes=[0x450327d6305a3bc47f847a9bc78f1d80971e0d6c9e61ca6752ac3f4da0bc1b30] ",send
43,keep,1775881960770032142,,,,"Error: server returned an error response: error code -32000: candidate block rebuild required: failedTxIndexes=[0] failedTxHashes=[0x450327d6305a3bc47f847a9bc78f1d80971e0d6c9e61ca6752ac3f4da0bc1b30] ",send
44,keep,1775881964304173416,,,,"Error: server returned an error response: error code -32000: candidate block rebuild required: failedTxIndexes=[0] failedTxHashes=[0x450327d6305a3bc47f847a9bc78f1d80971e0d6c9e61ca6752ac3f4da0bc1b30] ",send
45,keep,1775881967796476011,,,,"Error: server returned an error response: error code -32000: candidate block rebuild required: failedTxIndexes=[0] failedTxHashes=[0x450327d6305a3bc47f847a9bc78f1d80971e0d6c9e61ca6752ac3f4da0bc1b30] ",send
46,keep,1775881970296094507,,,,"Error: server returned an error response: error code -32000: candidate block rebuild required: failedTxIndexes=[0] failedTxHashes=[0x450327d6305a3bc47f847a9bc78f1d80971e0d6c9e61ca6752ac3f4da0bc1b30] ",send
47,keep,1775881973735980775,,,,"Error: server returned an error response: error code -32000: candidate block rebuild required: failedTxIndexes=[0] failedTxHashes=[0x450327d6305a3bc47f847a9bc78f1d80971e0d6c9e61ca6752ac3f4da0bc1b30] ",send
48,keep,1775881977203413153,,,,"Error: server returned an error response: error code -32000: candidate block rebuild required: failedTxIndexes=[0] failedTxHashes=[0x450327d6305a3bc47f847a9bc78f1d80971e0d6c9e61ca6752ac3f4da0bc1b30] ",send
49,keep,1775881979796301957,,,,"Error: server returned an error response: error code -32000: candidate block rebuild required: failedTxIndexes=[0] failedTxHashes=[0x450327d6305a3bc47f847a9bc78f1d80971e0d6c9e61ca6752ac3f4da0bc1b30] ",send
50,keep,1775881983286109155,,,,"Error: server returned an error response: error code -32000: candidate block rebuild required: failedTxIndexes=[0] failedTxHashes=[0x450327d6305a3bc47f847a9bc78f1d80971e0d6c9e61ca6752ac3f4da0bc1b30] ",send
51,keep,1775881986755656671,,,,"Error: server returned an error response: error code -32000: candidate block rebuild required: failedTxIndexes=[0] failedTxHashes=[0x450327d6305a3bc47f847a9bc78f1d80971e0d6c9e61ca6752ac3f4da0bc1b30] ",send
52,keep,1775881989331631225,,,,"Error: server returned an error response: error code -32000: candidate block rebuild required: failedTxIndexes=[0] failedTxHashes=[0x450327d6305a3bc47f847a9bc78f1d80971e0d6c9e61ca6752ac3f4da0bc1b30] ",send
53,keep,1775881992811238552,,,,"Error: server returned an error response: error code -32000: candidate block rebuild required: failedTxIndexes=[0] failedTxHashes=[0x450327d6305a3bc47f847a9bc78f1d80971e0d6c9e61ca6752ac3f4da0bc1b30] ",send
54,keep,1775881996269915281,,,,"Error: server returned an error response: error code -32000: candidate block rebuild required: failedTxIndexes=[0] failedTxHashes=[0x450327d6305a3bc47f847a9bc78f1d80971e0d6c9e61ca6752ac3f4da0bc1b30] ",send
55,keep,1775881998888838226,,,,"Error: server returned an error response: error code -32000: candidate block rebuild required: failedTxIndexes=[0] failedTxHashes=[0x450327d6305a3bc47f847a9bc78f1d80971e0d6c9e61ca6752ac3f4da0bc1b30] ",send
56,keep,1775882002370589536,,,,"Error: server returned an error response: error code -32000: candidate block rebuild required: failedTxIndexes=[0] failedTxHashes=[0x450327d6305a3bc47f847a9bc78f1d80971e0d6c9e61ca6752ac3f4da0bc1b30] ",send
57,keep,1775882005854799857,,,,"Error: server returned an error response: error code -32000: candidate block rebuild required: failedTxIndexes=[0] failedTxHashes=[0x450327d6305a3bc47f847a9bc78f1d80971e0d6c9e61ca6752ac3f4da0bc1b30] ",send
58,keep,1775882008378715992,,,,"Error: server returned an error response: error code -32000: candidate block rebuild required: failedTxIndexes=[0] failedTxHashes=[0x450327d6305a3bc47f847a9bc78f1d80971e0d6c9e61ca6752ac3f4da0bc1b30] ",send
59,keep,1775882011877496130,,,,"Error: server returned an error response: error code -32000: candidate block rebuild required: failedTxIndexes=[0] failedTxHashes=[0x450327d6305a3bc47f847a9bc78f1d80971e0d6c9e61ca6752ac3f4da0bc1b30] ",send
60,keep,1775882015377274461,,,,"Error: server returned an error response: error code -32000: candidate block rebuild required: failedTxIndexes=[0] failedTxHashes=[0x450327d6305a3bc47f847a9bc78f1d80971e0d6c9e61ca6752ac3f4da0bc1b30] ",send
