seq,tx_type,send_ts_ns,tx_hash,receipt_status,block_number,latency_ms,error,error_stage
64,keep,1775877002205800471,0x1be8e7f707f9ebbbca089b251716c0280ec0fcfa772bc2940da84d5a167c9162,0x1,0x1af,1131.982,,
65,keep,1775877003688893346,0xda7ff0143622b94d9e933ad4d3a2e89a591a4ff4d915ee72b7b116d80c16d4fc,0x1,0x1b0,1132.267,,
66,keep,1775877005159221151,0x3d38c5c6cccba8428483e829b152b9be362dcd7f14e27f5f3d6b9af27afa1835,0x1,0x1b1,1144.999,,
67,keep,1775877006654902414,0xc192087b358ebff64c6ced1408b2bbd65debce32d28813c3fd0a5b69be121926,0x1,0x1b2,1158.539,,
68,keep,1775877008182985039,0x573d4c4bde12b592aafa0629fdec39b9f1d0fd32245e0b2f99cb3195e7a99f0a,0x1,0x1b3,1135.173,,
69,keep,1775877009662876375,0xc3222f8afb5ca54a034abb53ee52baadea26025240c69bd6df235cbd7b8619fa,0x1,0x1b4,1126.77,,
70,keep,1775877011168492318,0x1e536dac643fe46d8cd10ee3561265f3040f74feb4f4ac3877c1252d1553a279,0x1,0x1b5,1154.521,,
71,keep,1775877012719693618,0xcfb75c73f4906022191e21352e907bf24f82b81bd0852e2eb44cc99dc6d4a927,0x1,0x1b6,1140.047,,
72,keep,1775877014250775718,0x6d5371c62033b01b64d23d606663570717a4625a5112734c9a304b68593948b5,0x1,0x1b7,1168.697,,
73,keep,1775877015782817329,0xc2d455a668fe75269c1231aa490003047ba2c142affc5440f76250b6dd4343be,0x1,0x1b8,1166.287,,
74,keep,1775877017299794154,0xbd2e0de526a422cfd19ba1d78fd53e1d5adc369dbc3900c9fef1053950ccfdb1,0x1,0x1b9,1138.609,,
75,keep,1775877018801589734,0xde559aa09b58f82154b8f14233ea3364f7fef97a0699a59e2bb588ea2a0d1c27,0x1,0x1ba,1161.944,,
76,keep,1775877020317069790,0x732d268c63f47d6df95262a1e24dd5edd502010ee600341e8fd4a4b8e8d543ad,0x1,0x1bb,1156.073,,
77,keep,1775877021783296150,0x9b6fc011b6ac3184c51ba0e5b5fb05eb60bce43b222d91244edf6515583b9260,0x1,0x1bc,1135.837,,
78,keep,1775877023300580419,0x77677a2c2d79196a75e27c8c9c9f7829b36af9925c99fa8a8942742cbecac9c1,0x1,0x1bd,1157.596,,
79,keep,1775877024824822337,0x874889f45ea36859161a455f253d8f41d4e6dc49c4d5143206cddde3bdc0e0c6,0x1,0x1be,1148.217,,
80,keep,1775877026362070096,0xd4a868aceae848333392ea548e1a397707a4039aecca3e053aa7ef60579a48be,0x1,0x1bf,1153.515,,
81,keep,1775877027878525135,0x8fd9fb8df423907cda7ac2dbd962be5488674c9095418635acc7543c9e2eafca,0x1,0x1c0,1161.973,,
82,keep,1775877029402715396,0xeb1170a5da2d35dd6889703c01d9bcc3f15c7a781f9c360c9b247b1b3ac5a706,0x1,0x1c1,1158.876,,
83,keep,1775877030927512801,0x4f5f20261d87d0e55cf10083be8d5af3f9ef46db0e09f03943dc1a1e6be59e77,0x1,0x1c2,1167.855,,
84,keep,1775877032499780214,0xecee74a02d17a7d825d2fbea3a5f6698b9c7f45997d8cac0cab5e2af2845da5f,0x1,0x1c3,1140.46,,
85,keep,1775877034015001265,0xa82e2f35d6a15ffe2119217827d1544c6286fb33c6b1491baf0604b551e73815,0x1,0x1c4,1141.471,,
86,keep,1775877035504080582,0x4a88f298bc9ecd46864aef1d88b637a3875121287e51cf817d16c2f967c3b52f,0x1,0x1c5,1141.748,,
87,keep,1775877037005392536,0x65be18e10733529ec76820e855d71206612bf7ae6a7d6773daf5ff01a41af682,0x1,0x1c6,1148.627,,
88,keep,1775877038507850654,0x4bc9e69b40004f0146f8a0425931e55f374b1cb921cbbcbfe1e5bcbd38f89390,0x1,0x1c7,1141.126,,
89,keep,1775877040016389049,0xe9c5ee21fcdf37767103ce8ec814637f49ae50a01ba9a1f01243908c10de8ef8,0x1,0x1c8,1145.218,,
90,keep,1775877041479066891,0x2781f32e5fed618ee0c0d2827c8de05e1d69087257629546b892b19585ffe8c8,0x1,0x1ca,1140.416,,
91,keep,1775877042963211422,0x84c61bdd1c0ef542eee4fd4639994da91106687256b872d6d1ecfadb537e2dec,0x1,0x1cb,1140.964,,
92,keep,1775877044487183550,0xa64fdcd255f756c0511b7be4f8956cd80ebbf734ca3d49602db34f9f307acc3f,0x1,0x1cc,1184.819,,
93,keep,1775877046033017468,0xc1192a22ea7013e722f01a2dd4e15cefd2dfee03cb5d332063b3b7cd9aaa0a66,0x1,0x1cd,1159.139,,
94,keep,1775877047557937087,0x31aa2b5b559a9049df15edb5bfb350624655bce82784035090213557c89870eb,0x1,0x1ce,1149.772,,
95,keep,1775877049071834296,0xc98af2a4860a74c827d255025301e62b4893a979bbca909075757e19e791e649,0x1,0x1cf,1167.365,,
96,keep,1775877050601926775,0x084a480e60d1ee3800b39e4d51a8a9218cd0d97ac39a6174c20005fe0305821d,0x1,0x1d0,1135.161,,
97,keep,1775877052167068757,0x0737ea691026e835a5e53048c2e6e6bd479f813a8284803be74c12cea40e4890,0x1,0x1d1,1126.906,,
98,keep,1775877053672217027,0xeff2a65a13a53c78eb3996d94ad03d7b3af96319eba2562c214d954cb53eab51,0x1,0x1d2,1149.195,,
99,keep,1775877055227214474,0x203594630a47e895db4a97bb9a0fb53b804134a56a77855336869585c785e744,0x1,0x1d3,1145.407,,
100,keep,1775877056692597759,0x86124d0faa2ff2b3232669e7246be56808e2bc89702c5bb1eb69b05266aecd31,0x1,0x1d4,1155.677,,
