seq,tx_type,send_ts_ns,tx_hash,receipt_status,block_number,latency_ms,error,error_stage
1,fail,1775732686968848563,,,,"Error: server returned an error response: error code -32000: candidate block rebuild required: failedTxIndexes=[0] failedTxHashes=[0x53ec5dc42fb4e69559f2ea9d2e80f361feeda7b3a68f4fed61bf820291204eb9] ",send
2,fail,1775732688409547573,,,,"Error: server returned an error response: error code -32000: candidate block rebuild required: failedTxIndexes=[0] failedTxHashes=[0x53ec5dc42fb4e69559f2ea9d2e80f361feeda7b3a68f4fed61bf820291204eb9] ",send
3,keep,1775732689846315205,0x6fcc2f889f2391467e499c463cd18e44f3c506761609eff97610510b5dd4b3d2,0x1,0x14a,1152.086,,
4,keep,1775732691465665863,0x3f3646dca31e42997058f03dff60eaa6dcaae66b8e224ec202c641c5d6074543,0x1,0x14b,1256.417,,
5,keep,1775732693211922652,0xfa81cc6825c88155ffda64015ae07fdead5d96e1bf0e0d613f778d42a72928e1,0x1,0x14c,1194.388,,
6,keep,1775732694955619887,0x50f192cf316527d61a26785004c1ea924c2205019e670a88b988c2c59f249bb2,0x1,0x14d,1156.1,,
7,keep,1775732696540695756,0x114eda781f2f593571dbcca9b9eb3f570f7ceb3813a7e3286037bf92ed8e041d,0x1,0x14e,1221.572,,
8,keep,1775732698186043585,0xe5f3ca4d8f5a7dff186c7e823293d73c0d289f380e4e6353546fbfa56ab2656b,0x1,0x14f,1193.92,,
9,keep,1775732699824874924,0xa9f1e8b32c5819c39392c106966be88a5dcf6b0bd0ab1c80e154df88e773c01c,0x1,0x150,1180.35,,
10,keep,1775732701420222118,0xfad4d76d248f9c71cfe1a5badb5feb55a087bd67cf321124236fe21b22106795,0x1,0x152,1235.913,,
11,keep,1775732703118593018,0x920afd34ec4b3b676b93b472c54d657dd577ebbc22bd9dbf5dc8cd9a6bed8d32,0x1,0x153,1172.682,,
12,keep,1775732704727421824,0x32affcd4735361d51938b9421ba3198da21becc60bfb0bbe04c65d13538f02dd,0x1,0x154,1249.843,,
13,keep,1775732706457739501,0x3f08ab88fbc36414d1a883581329a27bb87d1f3944d686ff94f0d6b28dc6c7c8,0x1,0x155,1261.851,,
14,keep,1775732708261158023,0xba70bf2805f8f46972572ad638215249221e0571181695b0fc8a85f325b2ed90,0x1,0x156,1204.394,,
15,keep,1775732709975338551,0x169d0e04ae17b2bf5e131392ba6ea410d1f4c97ed029bb6f46e8c02cd6abf8cf,0x1,0x157,1169.125,,
16,keep,1775732711550249649,0x41ce58c0cecbb924b0cfa2726aadd0bfe49bd371487e0ab1900cfc05e8267493,0x1,0x158,1203.136,,
17,keep,1775732713119820299,0xce14641d6d54f0d6932027136c213df6b82951a5804aae6f7c5d288a5602ad8c,0x1,0x159,1189.171,,
18,keep,1775732714707957236,0x8b0cec7d510ac2d861232108585cd35d25e30d9735143ba53c66706f6924e417,0x1,0x15a,1177.531,,
19,keep,1775732716306160352,0x6c8c9a253236de7fdd14216f1868eaa46aaefd88973a2a08c71bcd7061e94bfd,0x1,0x15b,1171.572,,
20,keep,1775732717907111890,0xdbd86b87cec72f741a0f948bfdf339f56fe8414df0de9b21c125caecb8e1f0cd,0x1,0x15c,1197.099,,
