case_name	tx_total	tx_receipt_count	tx_error_count	tx_timeout_count	tx_send_error_count	tx_receipt_error_count	lat_avg_ms	lat_p50_ms	lat_p95_ms	lat_p99_ms	keep_total	keep_success	keep_retention_rate	fail_total	fail_success	fail_drop_rate	disabled_skip	endorsement_satisfied	endorsement_failed	rebuild_count	remote_request_count	verify_ok_count	case_log_lines	fault_status	fault_message	fault_name
fault_delay_500ms	60	53	7	0	0	0	1723.014	1707.99	1786.963	2236.79	54	53	0.9815	6	0	1.0	0	53	0	0	159	53	2524	applied	delay 500ms applied to nitro-testnode-endorser-a-1	delay:nitro-testnode-endorser-a-1:500ms
