seq,tx_type,send_ts_ns,tx_hash,receipt_status,block_number,latency_ms,error,error_stage
46,keep,1775881569539382897,0x4022a804765d11fbe52716ed566847eab1faf9b534a834399d24f35a54aad1dc,0x1,0x66a,1723.309,,
47,keep,1775881571742993082,0xec187d5ea4df3995636cc052f105d4f414d7e6c85959fedc21dc62d8c8eedd33,0x1,0x66b,1725.029,,
48,keep,1775881573892542665,0x4694f2fd42c9584dac80f6b5cc781f4011cbf2ee5eb2c9f8b0e32ce4a7da10da,0x1,0x66c,1751.491,,
49,keep,1775881576052644258,0xe795938945e5062b2b8f8f14eed4c25c8ba3a5ad1dd41dc885cdc05efcabe2dc,0x1,0x66d,1687.454,,
50,keep,1775881578150327612,0x4085fc4fa1846ea6b71802d732a1a2529391dd5562a177e62954e87d71c590c2,0x1,0x66e,1687.431,,
51,keep,1775881580232427029,0x8b7858b8b9ddb58424d62e4ea5c68fa174abf8bb7dc8aa8b1154dbdb2016c215,0x1,0x66f,1775.488,,
52,keep,1775881582506746678,0x3e4b4efe1dc4e59c3e28a14456159bc55ea1fed4d00e766e27ac1656b913e65c,0x1,0x670,1757.361,,
53,keep,1775881584860594164,0xb403bb2baa202cfdd7b66468d3a5c9d0305ab2cf50f69d23886951096e94f20d,0x1,0x671,1702.807,,
54,keep,1775881586953214670,0xcea629f1ff113af6d1affc540f7bc99f631d9cbdbf450c15bac761099d5f1acf,0x1,0x672,1709.366,,
55,keep,1775881589144923428,0x815218bd67f950fc496f128095c2fc3f46e6633c02ebe68ff9603022cebd6da3,0x1,0x673,1679.483,,
56,keep,1775881591208233847,0x52d4e564dff404e97fa0d62eda651a77b34163637612958ee012b9b67636475c,0x1,0x674,1778.49,,
57,keep,1775881593518998542,0x6259db50c16f5c61faa66f4b92d6ff2a467fd39b464a21d90b2a9d78bcc29bfb,0x1,0x675,1671.168,,
58,keep,1775881595660430971,0x2efbc0ba05084c5c610e87262bf7a5460c8fd5631187c87d154a303c3deb64ab,0x1,0x676,1689.682,,
59,keep,1775881597864405592,0xdc1761e883755f6d08a53dc31a66feb4fafdf3457162935122ba49e62e2284df,0x1,0x677,1804.967,,
60,keep,1775881600212151522,0x43759e96aff0fa98cd6554d2ecd8c5809c069ca8a548d21804d06aa0b09ebe99,0x1,0x678,1751.901,,
